ID	nr_annotation
NATL1A_308	WP_011823097.1 global nitrogen regulator NtcA [Prochlorococcus marinus]
NATL1A_309	WP_011823098.1 DUF3084 domain-containing protein [Prochlorococcus marinus]
NATL1A_310	WP_011823099.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_311	WP_011823100.1 DUF3146 family protein [Prochlorococcus marinus]
NATL1A_312	WP_011823101.1 aminoacyl-tRNA hydrolase [Prochlorococcus marinus]
NATL1A_313	WP_011823102.1 TatA/E family twin arginine-targeting protein translocase [Prochlorococcus marinus]
NATL1A_314	WP_011294251.1 photosystem II reaction center protein PsbH [Prochlorococcus marinus]
NATL1A_315	WP_225866990.1 DUF3769 domain-containing protein [Prochlorococcus marinus]
NATL1A_316	WP_011823104.1 3-isopropylmalate dehydratase small subunit [Prochlorococcus marinus]
NATL1A_317	WP_011823105.1 3-isopropylmalate dehydratase large subunit [Prochlorococcus marinus]
NATL1A_318	WP_011823106.1 competence/damage-inducible protein A [Prochlorococcus marinus]
NATL1A_319	WP_011823107.1 serine hydroxymethyltransferase [Prochlorococcus marinus]
NATL1A_320	ABM74901.1 Hypothetical protein NATL1_03371 [Prochlorococcus marinus str. NATL1A]
NATL1A_321	WP_011294259.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_322	WP_011823109.1 murein biosynthesis integral membrane protein MurJ [Prochlorococcus marinus]
NATL1A_323	WP_011823110.1 DNA/RNA nuclease SfsA [Prochlorococcus marinus]
NATL1A_324	WP_011294262.1 ammonium transporter [Prochlorococcus marinus]
NATL1A_325	WP_011294263.1 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Prochlorococcus marinus]
NATL1A_326	WP_011823111.1 DoxX family protein [Prochlorococcus marinus]
NATL1A_327	WP_011823112.1 bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase [Prochlorococcus marinus]
NATL1A_328	WP_011823113.1 dienelactone hydrolase family protein [Prochlorococcus marinus]
NATL1A_329	WP_011294267.1 MULTISPECIES: DUF3155 domain-containing protein [Prochlorococcus]
NATL1A_330	WP_011823115.1 HAMP domain-containing histidine kinase [Prochlorococcus marinus]
NATL1A_331	ABM74913.1 Cobalamin-5-phosphate synthase CobS [Prochlorococcus marinus str. NATL1A]
NATL1A_332	WP_011823117.1 tRNA guanosine(34) transglycosylase Tgt [Prochlorococcus marinus]
NATL1A_333	WP_011823120.1 Gfo/Idh/MocA family oxidoreductase [Prochlorococcus marinus]
NATL1A_334	WP_011823121.1 hemolysin family protein [Prochlorococcus marinus]
NATL1A_335	WP_011823122.1 orotate phosphoribosyltransferase [Prochlorococcus marinus]
NATL1A_336	WP_011823123.1 tRNA-modifying protein YgfZ [Prochlorococcus marinus]
NATL1A_337	WP_011823124.1 TM0106 family RecB-like putative nuclease [Prochlorococcus marinus]
NATL1A_338	WP_011823125.1 phosphoglucomutase/phosphomannomutase family protein [Prochlorococcus marinus]
NATL1A_339	WP_011294278.1 RdgB/HAM1 family non-canonical purine NTP pyrophosphatase [Prochlorococcus marinus]
NATL1A_340	WP_011823126.1 carotenoid oxygenase family protein [Prochlorococcus marinus]
NATL1A_341	WP_011294280.1 MULTISPECIES: imidazoleglycerol-phosphate dehydratase HisB [Prochlorococcus]
NATL1A_342	WP_011823127.1 MULTISPECIES: enoyl-ACP reductase FabI [Prochlorococcus]
NATL1A_343	WP_011823128.1 MULTISPECIES: thioredoxin family protein [Prochlorococcus]
NATL1A_344	WP_011823129.1 DegT/DnrJ/EryC1/StrS family aminotransferase [Prochlorococcus marinus]
NATL1A_345	ABM74929.1 putative DNA photolyase [Prochlorococcus marinus str. NATL1A]
NATL1A_346	WP_011823131.1 NUDIX hydrolase [Prochlorococcus marinus]
NATL1A_347	WP_011823132.1 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [Prochlorococcus marinus]
NATL1A_348	WP_011823133.1 magnesium chelatase ATPase subunit D [Prochlorococcus marinus]
NATL1A_349	WP_011823134.1 MlaD family protein [Prochlorococcus marinus]
NATL1A_350	WP_011823135.1 ATP-binding cassette domain-containing protein [Prochlorococcus marinus]
NATL1A_351	WP_011823136.1 YvcK family protein [Prochlorococcus marinus]
NATL1A_352	WP_011823137.1 NAD(P)H-quinone oxidoreductase subunit J [Prochlorococcus marinus]
NATL1A_353	WP_011823138.1 NADH-quinone oxidoreductase subunit NuoB [Prochlorococcus marinus]
NATL1A_354	WP_011294293.1 MULTISPECIES: NAD(P)H-quinone oxidoreductase subunit 3 [Prochlorococcus]
NATL1A_355	ABM74939.1 probable rubredoxin [Prochlorococcus marinus str. NATL1A]
NATL1A_356	WP_011823140.1 photosynthesis system II assembly factor Ycf48 [Prochlorococcus marinus]
NATL1A_357	WP_011294296.1 MULTISPECIES: cytochrome b559 subunit alpha [Prochlorococcus]
NATL1A_358	WP_011823141.1 photosystem II reaction center protein J [Prochlorococcus marinus]
NATL1A_359	WP_011823142.1 S-methyl-5'-thioadenosine phosphorylase [Prochlorococcus marinus]
NATL1A_360	"WP_011823143.1 selenide, water dikinase SelD [Prochlorococcus marinus]"
NATL1A_361	WP_011823144.1 CCA tRNA nucleotidyltransferase [Prochlorococcus marinus]
NATL1A_362	WP_011823145.1 exodeoxyribonuclease V subunit gamma [Prochlorococcus marinus]
NATL1A_363	WP_011294303.1 MULTISPECIES: hypothetical protein [Prochlorococcus]
NATL1A_364	WP_011823147.1 MULTISPECIES: bleomycin hydrolase [Prochlorococcus]
NATL1A_365	WP_011294305.1 MULTISPECIES: bleomycin hydrolase [Prochlorococcus]
NATL1A_366	WP_011823148.1 glycosyl transferase [Prochlorococcus marinus]
NATL1A_367	WP_011823149.1 HEAT repeat domain-containing protein [Prochlorococcus marinus]
NATL1A_368	WP_011823150.1 HEAT repeat domain-containing protein [Prochlorococcus marinus]
NATL1A_369	WP_011823151.1 chromophore lyase CpcT/CpeT [Prochlorococcus marinus]
NATL1A_370	WP_041700518.1 phycobiliprotein lyase [Prochlorococcus marinus]
NATL1A_371	WP_011823153.1 phycobilisome rod-core linker polypeptide [Prochlorococcus marinus]
NATL1A_372	WP_011823154.1 VTT domain-containing protein [Prochlorococcus marinus]
NATL1A_373	WP_011823155.1 SDR family oxidoreductase [Prochlorococcus marinus]
NATL1A_374	WP_011823156.1 NAD-dependent epimerase/dehydratase family protein [Prochlorococcus marinus]
NATL1A_375	WP_011823157.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_376	WP_011823158.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_377	WP_011823159.1 DUF2470 domain-containing protein [Prochlorococcus marinus]
NATL1A_378	WP_011823160.1 sugar kinase [Prochlorococcus marinus]
NATL1A_379	WP_011823161.1 methionine adenosyltransferase [Prochlorococcus marinus]
NATL1A_380	WP_011823162.1 HAD family hydrolase [Prochlorococcus marinus]
NATL1A_381	WP_011823163.1 30S ribosomal protein S1 [Prochlorococcus marinus]
NATL1A_382	WP_011294324.1 transcriptional regulator NrdR [Prochlorococcus marinus]
NATL1A_383	WP_011294326.1 photosystem II chlorophyll-binding protein CP47 [Prochlorococcus marinus]
NATL1A_384	WP_011294327.1 MULTISPECIES: photosystem II reaction center protein PsbM [Prochlorococcus]
NATL1A_385	WP_011823165.1 acyl-CoA thioesterase [Prochlorococcus marinus]
NATL1A_386	KGG20361.1 Protein-N(5)-glutamine methyltransferase PrmC [Prochlorococcus marinus str. PAC1]
NATL1A_387	ABM74974.1 Putative translation factor (SUA5) [Prochlorococcus marinus str. NATL1A]
NATL1A_388	WP_011823169.1 cell division topological specificity factor MinE [Prochlorococcus marinus]
NATL1A_389	WP_011823170.1 septum site-determining protein MinD [Prochlorococcus marinus]
NATL1A_390	WP_011823171.1 septum site-determining protein MinC [Prochlorococcus marinus]
NATL1A_391	WP_011823172.1 HD domain-containing protein [Prochlorococcus marinus]
NATL1A_392	ABM74980.1 carboxyl-terminal protease [Prochlorococcus marinus str. NATL1A]
NATL1A_393	WP_011294336.1 cytochrome b6 [Prochlorococcus marinus]
NATL1A_394	WP_011294337.1 cytochrome b6-f complex subunit IV [Prochlorococcus marinus]
NATL1A_395	WP_011823174.1 glycoside hydrolase 100 family protein [Prochlorococcus marinus]
NATL1A_396	WP_011823175.1 DNA-formamidopyrimidine glycosylase [Prochlorococcus marinus]
NATL1A_397	WP_011294340.1 photosystem I reaction center subunit IV [Prochlorococcus marinus]
NATL1A_398	WP_011823176.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_399	WP_011823177.1 LysM peptidoglycan-binding domain-containing protein [Prochlorococcus marinus]
NATL1A_400	WP_011823178.1 aldehyde dehydrogenase family protein [Prochlorococcus marinus]
NATL1A_401	ABM74989.1 Hypothetical protein NATL1_04251 [Prochlorococcus marinus str. NATL1A]
NATL1A_402	ABM74990.1 Hypothetical protein NATL1_04261 [Prochlorococcus marinus str. NATL1A]
NATL1A_403	ABM74991.1 Hypothetical protein NATL1_04271 [Prochlorococcus marinus str. NATL1A]
NATL1A_404	WP_011823182.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_405	WP_041700523.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_406	ABM74993.1 Hypothetical protein NATL1_04291 [Prochlorococcus marinus str. NATL1A]
NATL1A_407	"WP_011823184.1 DUF3804 family protein, partial [Prochlorococcus marinus]"
NATL1A_408	WP_011823185.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_409	WP_011823186.1 chlorophyll a/b-binding protein [Prochlorococcus marinus]
NATL1A_410	WP_011294648.1 MULTISPECIES: high light inducible protein [Prochlorococcus]
NATL1A_411	WP_011823187.1 high light inducible protein [Prochlorococcus marinus]
NATL1A_412	WP_011294351.1 MULTISPECIES: chlorophyll a/b-binding protein [Prochlorococcus]
NATL1A_413	WP_011823189.1 type II 3-dehydroquinate dehydratase [Prochlorococcus marinus]
NATL1A_414	WP_011823190.1 tRNA-(ms[2]io[6]A)-hydroxylase [Prochlorococcus marinus]
NATL1A_415	WP_011823191.1 precorrin-2 C(20)-methyltransferase [Prochlorococcus marinus]
NATL1A_416	WP_011823192.1 tRNA dihydrouridine synthase DusB [Prochlorococcus marinus]
NATL1A_417	WP_011823194.1 ribosome biogenesis GTPase Der [Prochlorococcus marinus]
NATL1A_418	WP_011823195.1 cobalt ABC transporter permease [Prochlorococcus marinus]
NATL1A_419	ABM75009.1 conserved hypothetical protein [Prochlorococcus marinus str. NATL1A]
NATL1A_420	WP_011823197.1 YggS family pyridoxal phosphate-dependent enzyme [Prochlorococcus marinus]
NATL1A_421	WP_011823198.1 cell division protein SepF [Prochlorococcus marinus]
NATL1A_422	WP_011823199.1 pyrroline-5-carboxylate reductase [Prochlorococcus marinus]
NATL1A_423	WP_011823200.1 glycosyltransferase family 4 protein [Prochlorococcus marinus]
NATL1A_424	WP_041700533.1 DNA repair protein RecO [Prochlorococcus marinus]
NATL1A_425	WP_011823202.1 deoxyribose-phosphate aldolase [Prochlorococcus marinus]
NATL1A_426	WP_011823203.1 ribosome-associated translation inhibitor RaiA [Prochlorococcus marinus]
NATL1A_427	WP_011823204.1 lipoyl(octanoyl) transferase LipB [Prochlorococcus marinus]
NATL1A_428	WP_011823205.1 AMP-binding protein [Prochlorococcus marinus]
NATL1A_429	WP_011823206.1 YlqD family protein [Prochlorococcus marinus]
NATL1A_430	WP_011823207.1 2-oxo acid dehydrogenase subunit E2 [Prochlorococcus marinus]
NATL1A_431	WP_011823208.1 tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA [Prochlorococcus marinus]
NATL1A_432	WP_011823209.1 cysteine synthase A [Prochlorococcus marinus]
NATL1A_433	WP_011823210.1 PLP-dependent transferase [Prochlorococcus marinus]
NATL1A_434	WP_011823211.1 PLP-dependent aspartate aminotransferase family protein [Prochlorococcus marinus]
NATL1A_435	WP_011823212.1 30S ribosomal protein S4 [Prochlorococcus marinus]
NATL1A_436	WP_110860047.1 glutaredoxin family protein [Prochlorococcus marinus]
NATL1A_437	"WP_011823215.1 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [Prochlorococcus marinus]"
NATL1A_438	WP_011823216.1 aminotransferase class V-fold PLP-dependent enzyme [Prochlorococcus marinus]
NATL1A_439	ABM75030.1 Hypothetical protein NATL1_04661 [Prochlorococcus marinus str. NATL1A]
NATL1A_440	WP_225866994.1 photosystem II reaction center protein PsbN [Prochlorococcus marinus]
NATL1A_441	WP_011823219.1 hydantoin utilization protein A [Prochlorococcus marinus]
NATL1A_442	WP_011823220.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_443	WP_011294385.1 MULTISPECIES: NifU family protein [Prochlorococcus]
NATL1A_444	ABM75036.1 putative malate/quinone oxidoreductase [Prochlorococcus marinus str. NATL1A]
NATL1A_445	WP_011823223.1 translation elongation factor 4 [Prochlorococcus marinus]
NATL1A_446	WP_011823224.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_447	"ABM75041.1 putative ABC transporter, oligopeptides [Prochlorococcus marinus str. NATL1A]"
NATL1A_448	WP_011823227.1 tRNA (guanosine(18)-2'-O)-methyltransferase TrmH [Prochlorococcus marinus]
NATL1A_449	WP_011823228.1 porin [Prochlorococcus marinus]
NATL1A_450	WP_225866995.1 16S rRNA (cytosine(967)-C(5))-methyltransferase [Prochlorococcus marinus]
NATL1A_451	WP_011294392.1 chlorophyll synthase ChlG [Prochlorococcus marinus]
NATL1A_452	WP_011823230.1 MULTISPECIES: DUF2862 domain-containing protein [Prochlorococcus]
NATL1A_453	WP_011823231.1 imidazole glycerol phosphate synthase subunit HisF [Prochlorococcus marinus]
NATL1A_454	"WP_011823232.1 bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE [Prochlorococcus marinus]"
NATL1A_455	WP_041700535.1 DUF721 domain-containing protein [Prochlorococcus marinus]
NATL1A_456	WP_011823234.1 PspA/IM30 family protein [Prochlorococcus marinus]
NATL1A_457	ABM75051.1 putative Biotin--acetyl-CoA-carboxylase ligase [Prochlorococcus marinus str. NATL1A]
NATL1A_458	"ABM75052.1 possible ABC transporter, ATP binding protein [Prochlorococcus marinus str. NATL1A]"
NATL1A_459	WP_011294400.1 NAD(P)H-quinone oxidoreductase subunit N [Prochlorococcus marinus]
NATL1A_460	WP_011294400.1 NAD(P)H-quinone oxidoreductase subunit N [Prochlorococcus marinus]
NATL1A_461	WP_011823237.1 type I DNA topoisomerase [Prochlorococcus marinus]
NATL1A_462	WP_011823238.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_463	WP_011823239.1 DUF2232 domain-containing protein [Prochlorococcus marinus]
NATL1A_464	WP_011823240.1 TIGR00303 family protein [Prochlorococcus marinus]
NATL1A_465	WP_011823241.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_466	WP_011823242.1 riboflavin synthase [Prochlorococcus marinus]
NATL1A_467	WP_011294407.1 AbrB family transcriptional regulator [Prochlorococcus marinus]
NATL1A_468	WP_011823243.1 heme-copper oxidase subunit III [Prochlorococcus marinus]
NATL1A_469	WP_011823244.1 cytochrome c oxidase subunit I [Prochlorococcus marinus]
NATL1A_470	WP_011823245.1 cytochrome c oxidase subunit II [Prochlorococcus marinus]
NATL1A_471	WP_011823246.1 COX15/CtaA family protein [Prochlorococcus marinus]
NATL1A_472	WP_011823247.1 MULTISPECIES: heme o synthase [Prochlorococcus]
NATL1A_473	WP_011823248.1 ABC transporter ATP-binding protein [Prochlorococcus marinus]
NATL1A_474	WP_011823249.1 ABC transporter permease [Prochlorococcus marinus]
NATL1A_475	WP_011823250.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_476	WP_011823251.1 chaperonin GroEL [Prochlorococcus marinus]
NATL1A_477	WP_011823252.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_478	WP_011823253.1 3-oxoacyl-[acyl-carrier-protein] reductase [Prochlorococcus marinus]
NATL1A_479	WP_041700536.1 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Prochlorococcus marinus]
NATL1A_480	WP_011823255.1 LD-carboxypeptidase [Prochlorococcus marinus]
NATL1A_481	ABM75073.1 probable 4-hydroxybenzoate-octaprenyltransferase [Prochlorococcus marinus str. NATL1A]
NATL1A_482	WP_011823257.1 Ppx/GppA family phosphatase [Prochlorococcus marinus]
NATL1A_483	WP_011823258.1 helix-turn-helix domain-containing protein [Prochlorococcus marinus]
NATL1A_484	WP_011823259.1 precorrin-4 C(11)-methyltransferase [Prochlorococcus marinus]
NATL1A_485	WP_011823260.1 prolipoprotein diacylglyceryl transferase [Prochlorococcus marinus]
NATL1A_486	A2C0R8.1 RecName: Full=Cytochrome f; Flags: Precursor [Prochlorococcus marinus str. NATL1A]
NATL1A_487	WP_011294427.1 MULTISPECIES: cytochrome b6-f complex iron-sulfur subunit [Prochlorococcus]
NATL1A_488	WP_011823262.1 DUF3067 family protein [Prochlorococcus marinus]
NATL1A_489	WP_011823263.1 twin-arginine translocase subunit TatC [Prochlorococcus marinus]
NATL1A_490	WP_011294430.1 MULTISPECIES: hypothetical protein [Prochlorococcus]
NATL1A_491	WP_011823264.1 fibronectin-binding domain-containing protein [Prochlorococcus marinus]
NATL1A_492	WP_011823265.1 guanylate kinase [Prochlorococcus marinus]
NATL1A_493	WP_011823266.1 photosystem I PsaF protein (subunit III) [Prochlorococcus marinus]
NATL1A_494	WP_011823267.1 tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD [Prochlorococcus marinus]
NATL1A_495	WP_011823268.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_496	ABM75089.1 Hypothetical protein NATL1_05271 [Prochlorococcus marinus str. NATL1A]
NATL1A_497	WP_011823270.1 cation:proton antiporter [Prochlorococcus marinus]
NATL1A_498	WP_041700675.1 glutamate--tRNA ligase [Prochlorococcus marinus]
NATL1A_499	WP_006043540.1 MULTISPECIES: hypothetical protein [Cyanobacteria]
NATL1A_500	WP_011823272.1 50S ribosomal protein L19 [Prochlorococcus marinus]
NATL1A_501	WP_011823274.1 type I methionyl aminopeptidase [Prochlorococcus marinus]
NATL1A_502	WP_011823275.1 SDR family oxidoreductase [Prochlorococcus marinus]
NATL1A_503	WP_011823276.1 phosphotransacetylase family protein [Prochlorococcus marinus]
NATL1A_504	WP_011294444.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_505	WP_011823277.1 YajQ family cyclic di-GMP-binding protein [Prochlorococcus marinus]
NATL1A_506	WP_011823278.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_507	WP_011294447.1 prohibitin family protein [Prochlorococcus marinus]
NATL1A_508	"MBW3048946.1 glutamate-1-semialdehyde-2,1-aminomutase [Prochlorococcus marinus str. MU1403]"
NATL1A_509	WP_011823280.1 exodeoxyribonuclease III [Prochlorococcus marinus]
NATL1A_510	WP_011823281.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_511	WP_011823282.1 hypothetical protein [Prochlorococcus marinus]
NATL1A_512	WP_011823283.1 nickel pincer cofactor biosynthesis protein LarC [Prochlorococcus marinus]
NATL1A_513	WP_011823284.1 lysylphosphatidylglycerol synthase domain-containing protein [Prochlorococcus marinus]
NATL1A_514	WP_011823285.1 iron ABC transporter permease [Prochlorococcus marinus]
NATL1A_515	WP_011823286.1 GTP-binding protein [Prochlorococcus marinus]
NATL1A_516	WP_011823287.1 4a-hydroxytetrahydrobiopterin dehydratase [Prochlorococcus marinus]
NATL1A_517	WP_011823288.1 secondary thiamine-phosphate synthase enzyme YjbQ [Prochlorococcus marinus]
NATL1A_518	WP_011823289.1 carboxypeptidase M32 [Prochlorococcus marinus]
NATL1A_519	WP_011823290.1 inorganic diphosphatase [Prochlorococcus marinus]
NATL1A_520	WP_011823291.1 hydroxymethylbilane synthase [Prochlorococcus marinus]
NATL1A_521	WP_011823292.1 RNA polymerase sigma factor RpoD [Prochlorococcus marinus]
NATL1A_522	WP_011823294.1 primosomal protein N' [Prochlorococcus marinus]
NATL1A_523	WP_011823295.1 DUF3153 domain-containing protein [Prochlorococcus marinus]
NATL1A_524	WP_011823296.1 acetylglutamate kinase [Prochlorococcus marinus]
NATL1A_525	WP_011823297.1 DUF2854 domain-containing protein [Prochlorococcus marinus]
