"seq_id"	"P5_mean_fpkm"	"P6_mean_fpkm"	"logFC.P6.P5."	"p.value"	"significant"	"regulate"	"KO.x"	"Pathway"	"g"	"abslogfc"	"KO_g"	"Description"	"KO.y"	"Definition"	"gene_name"	"KO_gene"
"comp38004_c0_seq1.163.1536.plus.P31"	5.13	0.3	-3.72	8.63e-07	"yes"	"down"	"K01679"	"map00020"	"Alteromonas"	3.72	"K01679_Alteromonas"	"fumarate hydratase class II"	"K01679"	"fumarate hydratase, class II [EC:4.2.1.2]"	"-"	"K01679 _ -"
"comp50232_c58_seq1.557.1564.minus.P32"	101.16	6.77	-3.88	1.4e-05	"yes"	"down"	"K00030"	"map00020"	"Alteromonas"	3.88	"K00030_Alteromonas"	"3-isopropylmalate dehydrogenase activity"	"K00030"	"isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]"	"-"	"K00030 _ -"
"comp9018_c1_seq1.970.1680.plus.P51"	96.17	9.75	-3.29	2.13e-05	"yes"	"down"	"K00240"	"map00020"	"Alteromonas"	3.29	"K00240_Alteromonas"	"succinate dehydrogenase"	"K00240"	"succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]"	"-"	"K00240 _ -"
"comp50281_c0_seq1.3761.6580.minus.P32"	108.86	7.69	-3.81	5.61e-05	"yes"	"down"	"K00164"	"map00020"	"Alteromonas"	3.81	"K00164_Alteromonas"	"2-oxoglutarate dehydrogenase, E1"	"K00164"	"2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]"	"sucA"	"K00164 _ sucA"
"comp41981_c0_seq1.20977.23196.plus.P32"	78.75	4.28	-4.17	8.54e-05	"yes"	"down"	"K00031"	"map00020"	"Alteromonas"	4.17	"K00031_Alteromonas"	"Isocitrate dehydrogenase"	"K00031"	"isocitrate dehydrogenase [EC:1.1.1.42]"	"-"	"K00031 _ -"
"comp50245_c0_seq1.2245.3522.plus.P32"	165.95	16.16	-3.35	0.00011	"yes"	"down"	"K01647"	"map00020"	"Alteromonas"	3.35	"K01647_Alteromonas"	"citrate synthase"	"K01647"	"citrate synthase [EC:2.3.3.1]"	"-"	"K01647 _ -"
"comp28576_c0_seq1.24086.25615.plus.P31"	58.55	5.58	-3.37	0.000126	"yes"	"down"	"K01676"	"map00020"	"Alteromonas"	3.37	"K01676_Alteromonas"	"fumarate|fumarate"	"K01676"	"fumarate hydratase, class I [EC:4.2.1.2]"	"-"	"K01676 _ -"
"comp9018_c1_seq1.6350.7516.plus.P51"	70.47	6.42	-3.44	0.000136	"yes"	"down"	"K01903"	"map00020"	"Alteromonas"	3.44	"K01903_Alteromonas"	"Succinyl-CoA synthetase subunit beta"	"K01903"	"succinyl-CoA synthetase beta subunit [EC:6.2.1.5]"	"-"	"K01903 _ -"
"comp17300_c1_seq1.1.818.minus.P62"	31.87	4.25	-2.88	0.000273	"yes"	"down"	"K00239"	"map00020"	"Alteromonas"	2.88	"K00239_Alteromonas"	"Succinate DeHydrogenase"	"K00239"	"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]"	"sdhA"	"K00239 _ sdhA"
"comp9018_c1_seq1.4686.6197.plus.P51"	50.97	6.01	-3.06	0.000284	"yes"	"down"	"K00658"	"map00020"	"Alteromonas"	3.06	"K00658_Alteromonas"	"Dehydrogenase"	"K00658"	"2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"	"-"	"K00658 _ -"
"comp21984_c1_seq7.2818.5502.minus.P71"	0.69	0	-2.99	0.00055	"yes"	"down"	"K01681"	"map00020"	"Maricaulis"	2.99	"K01681_Maricaulis"	"aconitate hydratase"	"K01681"	"aconitate hydratase [EC:4.2.1.3]"	"-"	"K01681 _ -"
"comp28395_c0_seq1.20219.20497.plus.P31"	21.31	2.25	-3.19	0.000667	"yes"	"down"	"K00241"	"map00020"	"Alteromonas"	3.19	"K00241_Alteromonas"	"succinate dehydrogenase, cytochrome"	"K00241"	"succinate dehydrogenase cytochrome b subunit"	"-"	"K00241 _ -"
"comp16655_c0_seq3.1737.2933.minus.P52"	1.09	0	-3.57	0.000739	"yes"	"down"	"K01903"	"map00020"	"Hwanghaeella"	3.57	"K01903_Hwanghaeella"	"Succinyl-CoA synthetase subunit beta"	"K01903"	"succinyl-CoA synthetase beta subunit [EC:6.2.1.5]"	"-"	"K01903 _ -"
"comp17525_c1_seq2.52.2334.plus.P11"	0	0.55	2.69	0.000757	"yes"	"up"	"K00031"	"map00020"	"Marinobacter"	2.69	"K00031_Marinobacter"	"Isocitrate dehydrogenase"	"K00031"	"isocitrate dehydrogenase [EC:1.1.1.42]"	"-"	"K00031 _ -"
"comp33011_c3_seq1.1489.2427.plus.P31"	92.59	15.89	-2.54	0.00122	"yes"	"down"	"K00024"	"map00020"	"Alteromonas"	2.54	"K00024_Alteromonas"	"Catalyzes the reversible oxidation of malate to oxaloacetate (By similarity)"	"K00024"	"malate dehydrogenase [EC:1.1.1.37]"	"-"	"K00024 _ -"
"comp28395_c0_seq1.20587.20838.plus.P31"	29.01	3.41	-3.05	0.00149	"yes"	"down"	"K00242"	"map00020"	"Alteromonas"	3.05	"K00242_Alteromonas"	"succinate dehydrogenase activity"	"K00242"	"succinate dehydrogenase membrane anchor subunit"	"-"	"K00242 _ -"
"comp17610_c4_seq1.431.1661.minus.P11"	0.53	2.67	2.14	0.00153	"yes"	"up"	"K00658"	"map00020"	"Marinobacter"	2.14	"K00658_Marinobacter"	"Dehydrogenase"	"K00658"	"2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"	"-"	"K00658 _ -"
"comp19962_c0_seq1.764.2185.minus.P51"	4.51	0.4	-3.21	0.00686	"no"	"down"	"K01679"	"map00020"	"Oceaniradius"	3.21	"K01679_Oceaniradius"	"fumarate hydratase class II"	"K01679"	"fumarate hydratase, class II [EC:4.2.1.2]"	"fumC"	"K01679 _ fumC"
"comp22730_c0_seq1.3910.6747.plus.P21"	6.5	19.79	1.59	0.0131	"no"	"up"	"K00164"	"map00020"	"Marinobacter"	1.59	"K00164_Marinobacter"	"2-oxoglutarate dehydrogenase, E1"	"K00164"	"2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]"	"-"	"K00164 _ -"
"comp30489_c0_seq1.98.1438.minus.P31"	0.94	4.17	2.03	0.0148	"no"	"up"	"K00658"	"map00020"	"Psychroserpens"	2.03	"K00658_Psychroserpens"	"Dehydrogenase"	"K00658"	"2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"	"-"	"K00658 _ -"
"comp16880_c0_seq1.1.348.minus.P23"	0.12	2.04	3.27	0.0155	"no"	"up"	"K00240"	"map00020"	"Psychroserpens"	3.27	"K00240_Psychroserpens"	"succinate dehydrogenase"	"K00240"	"succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]"	"-"	"K00240 _ -"
"comp16572_c0_seq3.74.1341.minus.P52"	0.38	2.2	2.26	0.0181	"no"	"up"	"K01681"	"map00020"	"Hwanghaeella"	2.26	"K01681_Hwanghaeella"	"aconitate hydratase"	"K01681"	"aconitate hydratase [EC:4.2.1.3]"	"-"	"K01681 _ -"
"comp33190_c0_seq1.467.1772.minus.P61"	1.12	4.19	1.81	0.0201	"no"	"up"	"K01647"	"map00020"	"Psychroserpens"	1.81	"K01647_Psychroserpens"	"citrate synthase"	"K01647"	"citrate synthase [EC:2.3.3.1]"	"-"	"K01647 _ -"
"comp33548_c0_seq3.1.606.minus.P31"	1.07	3.89	1.77	0.0231	"no"	"up"	"K00239"	"map00020"	"Marinobacter"	1.77	"K00239_Marinobacter"	"Succinate DeHydrogenase"	"K00239"	"succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]"	"sdhA"	"K00239 _ sdhA"
"comp14256_c0_seq8.1.1248.minus.P13"	0.31	2.8	2.83	0.0351	"no"	"up"	"K00031"	"map00020"	"Maricaulis"	2.83	"K00031_Maricaulis"	"isocitrate dehydrogenase (NADp)"	"K00031"	"isocitrate dehydrogenase [EC:1.1.1.42]"	"-"	"K00031 _ -"
"comp20270_c0_seq8.234.1400.plus.P61"	0.35	1.42	1.75	0.0398	"no"	"up"	"K01903"	"map00020"	"Marinobacter"	1.75	"K01903_Marinobacter"	"Succinyl-CoA synthetase subunit beta"	"K01903"	"succinyl-CoA synthetase beta subunit [EC:6.2.1.5]"	"-"	"K01903 _ -"
"comp50232_c5_seq1.24.521.minus.P32"	22.5	2.19	-3.3	9.3e-06	"yes"	"down"	"K13993"	"-"	"Alteromonas"	3.3	"K13993_Alteromonas"	"response to heat"	"K13993"	"HSP20 family protein"	"-"	"K13993 _ -"
"comp14978_c0_seq1.1454.1903.plus.P31"	0.72	9.05	3.48	2.28e-05	"yes"	"up"	"K13993"	"-"	"Psychroserpens"	3.48	"K13993_Psychroserpens"	"response to heat"	"K13993"	"HSP20 family protein"	"hspA"	"K13993 _ hspA"
"comp157102_c0_seq1.64.603.minus.P42"	0.07	1	2.67	0.0396	"no"	"up"	"K13993"	"-"	"Marinobacter"	2.67	"K13993_Marinobacter"	"response to heat"	"K13993"	"HSP20 family protein"	"-"	"K13993 _ -"
"comp15193_c0_seq1.4614.5171.plus.P31"	12.37	0.66	-4.04	0.000132	"yes"	"down"	"K00275"	"-"	"Alteromonas"	4.04	"K00275_Alteromonas"	"pyridoxamine 5'-phosphate"	"K00275"	"pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"	"-"	"K00275 _ -"
"comp122890_c0_seq1.1.383.minus.P63"	0.55	3.07	2.28	0.0345	"no"	"up"	"K00275"	"-"	"Maricaulis"	2.28	"K00275_Maricaulis"	"Catalyzes the oxidation of either pyridoxine 5'- phosphate (PNP) or pyridoxamine 5'-phosphate (PMP) into pyridoxal 5'-phosphate (PLP) (By similarity)"	"K00275"	"pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"	"-"	"K00275 _ -"
"comp19882_c0_seq1.42.689.plus.P31"	0.12	0.96	2.27	0.0375	"no"	"up"	"K00275"	"-"	"Psychroserpens"	2.27	"K00275_Psychroserpens"	"Catalyzes the oxidation of either pyridoxine 5'- phosphate (PNP) or pyridoxamine 5'-phosphate (PMP) into pyridoxal 5'-phosphate (PLP) (By similarity)"	"K00275"	"pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"	"-"	"K00275 _ -"
"comp50183_c2_seq2.849.1892.plus.P32"	64.33	6.92	-3.2	1.7e-05	"yes"	"down"	"K06949"	"-"	"Alteromonas"	3.2	"K06949_Alteromonas"	"May play a role in 30S ribosomal subunit biogenesis. Unusual circulary permuted GTPase that catalyzes rapid hydrolysis of GTP with a slow catalytic turnover (By similarity)"	"K06949"	"ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]"	"-"	"K06949 _ -"
"comp42416_c0_seq1.1043.1993.plus.P32"	0.04	0.68	2.51	0.0177	"no"	"up"	"K06949"	"-"	"Psychroserpens"	2.51	"K06949_Psychroserpens"	"May play a role in 30S ribosomal subunit biogenesis. Unusual circulary permuted GTPase that catalyzes rapid hydrolysis of GTP with a slow catalytic turnover (By similarity)"	"K06949"	"ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]"	"-"	"K06949 _ -"
"comp33519_c22_seq6.236.2812.minus.P31"	64.25	1.6	-5.25	5.31e-10	"yes"	"down"	"K03695"	"-"	"Alteromonas"	5.25	"K03695_Alteromonas"	"ATP-dependent CLP protease ATP-binding subunit"	"K03695"	"ATP-dependent Clp protease ATP-binding subunit ClpB"	"-"	"K03695 _ -"
"comp16482_c0_seq7.95.2707.minus.P63"	0.99	0	-3.45	0.000648	"yes"	"down"	"K03695"	"-"	"Maricaulis"	3.45	"K03695_Maricaulis"	"ATP-dependent CLP protease ATP-binding subunit"	"K03695"	"ATP-dependent Clp protease ATP-binding subunit ClpB"	"-"	"K03695 _ -"
"comp17220_c1_seq1.1.1121.minus.P62"	0.38	2.97	2.69	0.00166	"yes"	"up"	"K03695"	"-"	"Marinobacter"	2.69	"K03695_Marinobacter"	"ATP-dependent CLP protease ATP-binding subunit"	"K03695"	"ATP-dependent Clp protease ATP-binding subunit ClpB"	"-"	"K03695 _ -"
"comp40238_c0_seq1.18.2627.plus.P31"	0.73	3.15	1.97	0.00498	"no"	"up"	"K03695"	"-"	"Psychroserpens"	1.97	"K03695_Psychroserpens"	"ATP-dependent CLP protease ATP-binding subunit"	"K03695"	"ATP-dependent Clp protease ATP-binding subunit ClpB"	"clpB"	"K03695 _ clpB"
"comp16482_c0_seq2.1.1967.minus.P63"	0.24	2.14	2.73	0.00536	"no"	"up"	"K03695"	"-"	"Hwanghaeella"	2.73	"K03695_Hwanghaeella"	"ATP-dependent CLP protease ATP-binding subunit"	"K03695"	"ATP-dependent Clp protease ATP-binding subunit ClpB"	"clpB"	"K03695 _ clpB"
"comp33519_c57_seq1.977.2212.minus.P31"	224.42	8.46	-4.71	2.83e-09	"yes"	"down"	"K00029"	"-"	"Alteromonas"	4.71	"K00029_Alteromonas"	"malic enzyme"	"K00029"	"malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]"	"-"	"K00029 _ -"
"comp31412_c0_seq2.454.2751.minus.P31"	0.53	2.01	1.76	0.0357	"no"	"up"	"K00029"	"-"	"Psychroserpens"	1.76	"K00029_Psychroserpens"	"phosphate acetyltransferase|malic enzyme"	"K00029"	"malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]"	"-"	"K00029 _ -"
"comp29503_c0_seq1.13664.14830.plus.P33"	119.9	8.76	-3.76	1.15e-06	"yes"	"down"	"K03531"	"-"	"Alteromonas"	3.76	"K03531_Alteromonas"	"Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity (By similarity)"	"K03531"	"cell division protein FtsZ"	"-"	"K03531 _ -"
"comp8751_c0_seq1.1.759.minus.P43"	0	19.02	7.58	1.57e-15	"yes"	"up"	"K00525"	"-"	"Foturvirus"	7.58	"K00525_Foturvirus"	"Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)"	"K00525"	"ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"	"-"	"K00525 _ -"
"comp48931_c0_seq1.4342.6663.plus.P32"	42.75	4.65	-3.17	0.000206	"yes"	"down"	"K00525"	"-"	"Alteromonas"	3.17	"K00525_Alteromonas"	"Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)"	"K00525"	"ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"	"-"	"K00525 _ -"
"comp196143_c0_seq1.1.356.minus.P72"	2.13	0	-4.48	0.028	"no"	"down"	"K00525"	"-"	"Hwanghaeella"	4.48	"K00525_Hwanghaeella"	"Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)"	"K00525"	"ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"	"-"	"K00525 _ -"
"comp17290_c0_seq1.890.1792.plus.P51"	36.6	1.81	-4.27	5.63e-05	"yes"	"down"	"K03570"	"-"	"Alteromonas"	4.27	"K03570_Alteromonas"	"regulation of cell shape"	"K03570"	"rod shape-determining protein MreC"	"-"	"K03570 _ -"
"comp33138_c0_seq3.520.1479.plus.P31"	1.46	4.03	1.4	0.0249	"no"	"up"	"K03570"	"-"	"Maricaulis"	1.4	"K03570_Maricaulis"	"regulation of cell shape"	"K03570"	"rod shape-determining protein MreC"	"-"	"K03570 _ -"
"comp33609_c2_seq1.2098.3108.plus.P31"	185.01	8	-4.51	2.11e-10	"yes"	"down"	"K16171"	"-"	"Alteromonas"	4.51	"K16171_Alteromonas"	"Fumarylacetoacetate hydrolase"	"K16171"	"fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]"	"-"	"K16171 _ -"
"comp31008_c0_seq1.42.1076.minus.P22"	5.2	12.43	1.24	0.0369	"no"	"up"	"K16171"	"-"	"Maricaulis"	1.24	"K16171_Maricaulis"	"Fumarylacetoacetate hydrolase"	"K16171"	"fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]"	"-"	"K16171 _ -"
"comp33655_c0_seq1.29776.30822.plus.P31"	127.9	11.27	-3.49	1.21e-05	"yes"	"down"	"K03553"	"-"	"Alteromonas"	3.49	"K03553_Alteromonas"	"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)"	"K03553"	"recombination protein RecA"	"-"	"K03553 _ -"
"comp33609_c1_seq1.11052.11735.plus.P31"	404.48	49.73	-3.02	4.37e-05	"yes"	"down"	"K03969"	"-"	"Alteromonas"	3.02	"K03969_Alteromonas"	"Phage shock protein A"	"K03969"	"phage shock protein A"	"-"	"K03969 _ -"
"comp34337_c0_seq1.5522.7006.plus.P31"	5.25	0.26	-3.89	8.97e-08	"yes"	"down"	"K14161"	"-"	"Alteromonas"	3.89	"K14161_Alteromonas"	"Poorly processive error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by polIV. Exhibits no 3-5 exonuclease (proofreading) activity. May be involved in translesional synthesis in conjunction with the beta clamp from polIII (By similarity)"	"K14161"	"protein ImuB"	"-"	"K14161 _ -"
"comp33582_c0_seq1.14766.15788.plus.P31"	35.24	2.52	-3.75	2.53e-05	"yes"	"down"	"K03642"	"-"	"Alteromonas"	3.75	"K03642_Alteromonas"	"rare lipoprotein A"	"K03642"	"rare lipoprotein A"	"-"	"K03642 _ -"
"comp46973_c0_seq1.175.732.plus.P11"	0	1.09	3.57	0.00353	"no"	"up"	"K03642"	"-"	"Marinobacter"	3.57	"K03642_Marinobacter"	"rare lipoprotein A"	"K03642"	"rare lipoprotein A"	"-"	"K03642 _ -"
"comp30495_c0_seq1.30.1226.minus.P33"	199.56	18.64	-3.41	0.000333	"yes"	"down"	"K03286"	"-"	"Alteromonas"	3.41	"K03286_Alteromonas"	"Ompa motb domain protein"	"K03286"	"OmpA-OmpF porin, OOP family"	"-"	"K03286 _ -"
"comp22120_c0_seq1.1.1027.minus.P11"	0.46	2.12	2	0.0123	"no"	"up"	"K03286"	"-"	"Marinobacter"	2	"K03286_Marinobacter"	"Ompa motb domain protein"	"K03286"	"OmpA-OmpF porin, OOP family"	"-"	"K03286 _ -"
"comp36811_c0_seq1.33.1391.minus.P31"	3.46	10.8	1.61	0.0221	"no"	"up"	"K03286"	"-"	"Psychroserpens"	1.61	"K03286_Psychroserpens"	"Ompa motb domain protein"	"K03286"	"OmpA-OmpF porin, OOP family"	"-"	"K03286 _ -"
"comp13263_c0_seq1.2398.2961.plus.P33"	2537.46	19.22	-7.04	5.2e-07	"yes"	"down"	"K24119"	"-"	"Alteromonas"	7.04	"K24119_Alteromonas"	"alkyl hydroperoxide reductase"	"K24119"	"NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]"	"-"	"K24119 _ -"
"comp18016_c0_seq1.61.624.plus.P53"	23.84	4.87	-2.27	0.0218	"no"	"down"	"K24119"	"-"	"Hwanghaeella"	2.27	"K24119_Hwanghaeella"	"alkyl hydroperoxide reductase"	"K24119"	"NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]"	"-"	"K24119 _ -"
