"seq_id"	"P5_mean_fpkm"	"P3_mean_fpkm"	"logFC.P3.P5."	"p.value"	"significant"	"regulate"	"KO.x"	"Pathway"	"g"	"KO_g"	"abslogfc"	"Description"	"KO.y"	"Definition"	"gene_name"	"KO_gene"
"comp41005_c1_seq1.37.879.plus.P32"	0.09	1.41	3.01	0.0144	"no"	"up"	"K07778"	"map02020"	"Maricaulis"	"K07778_Maricaulis"	3.01	"Histidine kinase"	"K07778"	"two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]"	"-"	"K07778 _ -"
"comp29405_c0_seq1.77.1318.plus.P33"	0.4	5.22	3.4	0.0157	"no"	"up"	"K10125"	"map02020"	"Oceaniradius"	"K10125_Oceaniradius"	3.4	"Histidine kinase"	"K10125"	"two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]"	"dctB"	"K10125 _ dctB"
"comp8654_c0_seq1.627.1896.minus.P61"	73.75	481.02	2.7	0.0165	"no"	"up"	"K07675"	"map02020"	"Alteromonas"	"K07675_Alteromonas"	2.7	"Histidine kinase"	"K07675"	"two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]"	"-"	"K07675 _ -"
"comp33074_c1_seq1.11805.13766.plus.P31"	10.82	53.04	2.28	0.0195	"no"	"up"	"K03407"	"map02020"	"Alteromonas"	"K03407_Alteromonas"	2.28	"CheA signal transduction histidine kinase"	"K03407"	"two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"	"-"	"K03407 _ -"
"comp23149_c0_seq1.156.956.minus.P51"	40.13	199.99	2.31	0.0201	"no"	"up"	"K03413"	"map02020"	"Alteromonas"	"K03413_Alteromonas"	2.31	"response regulator (Receiver"	"K03413"	"two-component system, chemotaxis family, chemotaxis protein CheY"	"-"	"K03413 _ -"
"comp46734_c0_seq1.1.561.minus.P41"	2.11	0.23	-2.75	0.0203	"no"	"down"	"K00626"	"map02020"	"Hwanghaeella"	"K00626_Hwanghaeella"	2.75	"acetyl-coa acetyltransferase"	"K00626"	"acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"	"-"	"K00626 _ -"
"comp33383_c5_seq1.1945.4458.minus.P31"	11.52	70.59	2.6	0.0207	"no"	"up"	"K20975"	"map02020"	"Alteromonas"	"K20975_Alteromonas"	2.6	"Histidine kinase"	"K20975"	"two-component system, sensor histidine kinase [EC:2.7.13.3]"	"-"	"K20975 _ -"
"comp28052_c0_seq1.836.2230.minus.P12"	2.43	11.19	2.16	0.0213	"no"	"up"	"K12340"	"map02020"	"Maricaulis"	"K12340_Maricaulis"	2.16	"Membrane"	"K12340"	"outer membrane protein"	"-"	"K12340 _ -"
"comp12653_c0_seq1.1.417.minus.P41"	0	1.32	3.82	0.0215	"no"	"up"	"K03776"	"map02020"	"Marinobacter"	"K03776_Marinobacter"	3.82	"PAS fold"	"K03776"	"aerotaxis receptor"	"aer"	"K03776 _ aer"
"comp64063_c0_seq1.9.775.minus.P51"	3.17	0.35	-2.88	0.0219	"no"	"down"	"K00575"	"map02020"	"Hwanghaeella"	"K00575_Hwanghaeella"	2.88	"Histidine kinase"	"K00575"	"chemotaxis protein methyltransferase CheR [EC:2.1.1.80]"	"-"	"K00575 _ -"
"comp92899_c0_seq1.1.417.minus.P13"	1.26	0	-3.76	0.0231	"no"	"down"	"K03412"	"map02020"	"Hwanghaeella"	"K03412_Hwanghaeella"	3.76	"protein-glutamate methylesterase activity"	"K03412"	"two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"	"cheB1"	"K03412 _ cheB1"
"comp33337_c21_seq1.2439.3368.plus.P31"	111.77	525.1	2.23	0.0242	"no"	"up"	"K03415"	"map02020"	"Alteromonas"	"K03415_Alteromonas"	2.23	"chew protein"	"K03415"	"two-component system, chemotaxis family, chemotaxis protein CheV"	"-"	"K03415 _ -"
"comp55181_c0_seq1.102.521.minus.P12"	3.09	0.35	-2.83	0.0246	"no"	"down"	"K03413"	"map02020"	"Hwanghaeella"	"K03413_Hwanghaeella"	2.83	"response regulator"	"K03413"	"two-component system, chemotaxis family, chemotaxis protein CheY"	"-"	"K03413 _ -"
"comp48825_c0_seq1.1267.2457.plus.P32"	0.25	1.58	2.25	0.0253	"no"	"up"	"K02472"	"map02020"	"Psychroserpens"	"K02472_Psychroserpens"	2.25	"Dehydrogenase"	"K02472"	"UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]"	"-"	"K02472 _ -"
"comp47121_c0_seq1.280.1215.plus.P32"	0.08	1.07	2.73	0.0256	"no"	"up"	"K04771"	"map02020"	"Psychroserpens"	"K04771_Psychroserpens"	2.73	"Serine protease"	"K04771"	"serine protease Do [EC:3.4.21.107]"	"-"	"K04771 _ -"
"comp32408_c4_seq1.2355.4358.plus.P31"	127.3	709.99	2.48	0.0258	"no"	"up"	"K20974"	"map02020"	"Alteromonas"	"K20974_Alteromonas"	2.48	"Histidine kinase"	"K20974"	"two-component system, sensor histidine kinase [EC:2.7.13.3]"	"-"	"K20974 _ -"
"comp79849_c0_seq1.1.740.minus.P31"	0.09	1.57	3.15	0.0266	"no"	"up"	"K13599"	"map02020"	"Psychroserpens"	"K13599_Psychroserpens"	3.15	"two component, sigma54 specific, transcriptional regulator, Fis family"	"K13599"	"two-component system, NtrC family, nitrogen regulation response regulator NtrX"	"-"	"K13599 _ -"
"comp50285_c0_seq1.4916.5713.plus.P32"	1.11	6.98	2.55	0.028	"no"	"up"	"K00575"	"map02020"	"Alteromonas"	"K00575_Alteromonas"	2.55	"Histidine kinase"	"K00575"	"chemotaxis protein methyltransferase CheR [EC:2.1.1.80]"	"-"	"K00575 _ -"
"comp33339_c14_seq1.8812.9234.plus.P31"	29.84	149.6	2.32	0.0287	"no"	"up"	"K02650"	"map02020"	"Alteromonas"	"K02650_Alteromonas"	2.32	"Fimbrial protein"	"K02650"	"type IV pilus assembly protein PilA"	"-"	"K02650 _ -"
"comp33942_c0_seq1.6662.7726.plus.P31"	1.01	5.64	2.37	0.0296	"no"	"up"	"K07165"	"map02020"	"Alteromonas"	"K07165_Alteromonas"	2.37	"Anti-feci sigma factor, fecr"	"K07165"	"transmembrane sensor"	"-"	"K07165 _ -"
"comp196992_c0_seq1.1.517.minus.P42"	0	0.86	3.27	0.0312	"no"	"up"	"K03412"	"map02020"	"Marinobacter"	"K03412_Marinobacter"	3.27	"protein-glutamate methylesterase activity"	"K03412"	"two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"	"-"	"K03412 _ -"
"comp16151_c0_seq3.17.355.plus.P22"	16.65	95.21	2.51	0.0322	"no"	"up"	"K04751"	"map02020"	"Oceaniradius"	"K04751_Oceaniradius"	2.51	"Nitrogen regulatory protein pii"	"K04751"	"nitrogen regulatory protein P-II 1"	"-"	"K04751 _ -"
"comp42006_c1_seq1.28470.29270.plus.P32"	96.63	395.02	2.03	0.0337	"no"	"up"	"K02406"	"map02020"	"Alteromonas"	"K02406_Alteromonas"	2.03	"Flagellin"	"K02406"	"flagellin"	"-"	"K02406 _ -"
"comp20617_c1_seq1.2891.3283.plus.P12"	0.35	2.93	2.76	0.0353	"no"	"up"	"K02657"	"map02020"	"Marinobacter"	"K02657_Marinobacter"	2.76	"response regulator"	"K02657"	"twitching motility two-component system response regulator PilG"	"-"	"K02657 _ -"
"comp47636_c0_seq1.1303.1965.plus.P32"	1.06	6.31	2.46	0.0412	"no"	"up"	"K07705"	"map02020"	"Alteromonas"	"K07705_Alteromonas"	2.46	"Regulator"	"K07705"	"two-component system, LytTR family, response regulator LytT"	"-"	"K07705 _ -"
"comp33074_c1_seq3.5712.6758.plus.P31"	11.88	62.28	2.38	0.0422	"no"	"up"	"K03412"	"map02020"	"Alteromonas"	"K03412_Alteromonas"	2.38	"protein-glutamate methylesterase activity"	"K03412"	"two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"	"-"	"K03412 _ -"
"comp15795_c0_seq1.1.852.minus.P31"	0.12	2.14	3.36	0.0437	"no"	"up"	"K00990"	"map02020"	"Maricaulis"	"K00990_Maricaulis"	3.36	"Modifies, by uridylylation or deuridylylation the PII (GlnB) regulatory protein (By similarity)"	"K00990"	"[protein-PII] uridylyltransferase [EC:2.7.7.59]"	"-"	"K00990 _ -"
"comp21939_c0_seq1.6268.7275.plus.P12"	11.36	2.76	-2	0.044	"no"	"down"	"K00426"	"map02020"	"Oceaniradius"	"K00426_Oceaniradius"	2	"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"	"K00426"	"cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]"	"-"	"K00426 _ -"
"comp253349_c0_seq1.1.302.minus.P41"	0.83	5.7	2.64	0.045	"no"	"up"	"K02406"	"map02020"	"Marinobacter"	"K02406_Marinobacter"	2.64	"Flagellin"	"K02406"	"flagellin"	"-"	"K02406 _ -"
"comp30703_c0_seq1.12382.14058.plus.P31"	12.41	54.51	2.13	0.048	"no"	"up"	"K20977"	"map02020"	"Alteromonas"	"K20977_Alteromonas"	2.13	"response regulator|protein serine threonine phosphatase"	"K20977"	"two-component system, HptB-dependent secretion and biofilm response regulator"	"-"	"K20977 _ -"
"comp14978_c0_seq1.1454.1903.plus.P31"	0.72	736.58	9.81	4.98e-13	"yes"	"up"	"K13993"	"-"	"Psychroserpens"	"K13993_Psychroserpens"	9.81	"response to heat"	"K13993"	"HSP20 family protein"	"hspA"	"K13993 _ hspA"
"comp50232_c5_seq1.24.521.minus.P32"	22.5	92.4	2.03	0.0364	"no"	"up"	"K13993"	"-"	"Alteromonas"	"K13993_Alteromonas"	2.03	"response to heat"	"K13993"	"HSP20 family protein"	"-"	"K13993 _ -"
"comp19882_c0_seq1.42.689.plus.P31"	0.12	11.91	5.77	3.57e-06	"yes"	"up"	"K00275"	"-"	"Psychroserpens"	"K00275_Psychroserpens"	5.77	"Catalyzes the oxidation of either pyridoxine 5'- phosphate (PNP) or pyridoxamine 5'-phosphate (PMP) into pyridoxal 5'-phosphate (PLP) (By similarity)"	"K00275"	"pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"	"-"	"K00275 _ -"
"comp16014_c4_seq2.2300.2842.plus.P11"	40.75	2.06	-4.24	0.000494	"yes"	"down"	"K00275"	"-"	"Prochlorococcus"	"K00275_Prochlorococcus"	4.24	"pyridoxamine 5'-phosphate"	"K00275"	"pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]"	"-"	"K00275 _ -"
"comp42416_c0_seq1.1043.1993.plus.P32"	0.04	4.79	5.16	8.33e-06	"yes"	"up"	"K06949"	"-"	"Psychroserpens"	"K06949_Psychroserpens"	5.16	"May play a role in 30S ribosomal subunit biogenesis. Unusual circulary permuted GTPase that catalyzes rapid hydrolysis of GTP with a slow catalytic turnover (By similarity)"	"K06949"	"ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]"	"-"	"K06949 _ -"
"comp17125_c0_seq1.4135.5073.plus.P11"	69.15	10.27	-2.74	0.00394	"no"	"down"	"K06949"	"-"	"Prochlorococcus"	"K06949_Prochlorococcus"	2.74	"May play a role in 30S ribosomal subunit biogenesis. Unusual circulary permuted GTPase that catalyzes rapid hydrolysis of GTP with a slow catalytic turnover (By similarity)"	"K06949"	"ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]"	"-"	"K06949 _ -"
"comp40238_c0_seq1.18.2627.plus.P31"	0.73	16.99	4.37	3.91e-05	"yes"	"up"	"K03695"	"-"	"Psychroserpens"	"K03695_Psychroserpens"	4.37	"ATP-dependent CLP protease ATP-binding subunit"	"K03695"	"ATP-dependent Clp protease ATP-binding subunit ClpB"	"clpB"	"K03695 _ clpB"
"comp17591_c120_seq1.472.3063.minus.P11"	743.99	56.36	-3.72	0.000143	"yes"	"down"	"K03695"	"-"	"Prochlorococcus"	"K03695_Prochlorococcus"	3.72	"ATP-dependent CLP protease ATP-binding subunit"	"K03695"	"ATP-dependent Clp protease ATP-binding subunit ClpB"	"clpB"	"K03695 _ clpB"
"comp34187_c0_seq1.905.3511.plus.P31"	5.38	38.66	2.82	0.013	"no"	"up"	"K03695"	"-"	"Maricaulis"	"K03695_Maricaulis"	2.82	"ATP-dependent CLP protease ATP-binding subunit"	"K03695"	"ATP-dependent Clp protease ATP-binding subunit ClpB"	"-"	"K03695 _ -"
"comp31412_c0_seq2.454.2751.minus.P31"	0.53	7.74	3.65	0.000855	"yes"	"up"	"K00029"	"-"	"Psychroserpens"	"K00029_Psychroserpens"	3.65	"phosphate acetyltransferase|malic enzyme"	"K00029"	"malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]"	"-"	"K00029 _ -"
"comp16745_c14_seq1.2507.3633.minus.P52"	1321.9	56.91	-4.54	3.61e-06	"yes"	"down"	"K03531"	"-"	"Prochlorococcus"	"K03531_Prochlorococcus"	4.54	"Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity (By similarity)"	"K03531"	"cell division protein FtsZ"	"ftsZ"	"K03531 _ ftsZ"
"comp27342_c0_seq1.31.416.minus.P71"	0	1.42	3.92	0.0233	"no"	"up"	"K03531"	"-"	"Psychroserpens"	"K03531_Psychroserpens"	3.92	"Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity (By similarity)"	"K03531"	"cell division protein FtsZ"	"-"	"K03531 _ -"
"comp16211_c1_seq2.11079.12389.plus.P22"	0	295.92	11.53	2.1e-15	"yes"	"up"	"K00525"	"-"	"Tangaroavirus"	"K00525_Tangaroavirus"	11.53	"Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)"	"K00525"	"ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"	"nrdZ"	"K00525 _ nrdZ"
"comp15878_c0_seq1.1.1894.minus.P12"	6.65	0.64	-3.19	0.00172	"no"	"down"	"K00525"	"-"	"Maricaulis"	"K00525_Maricaulis"	3.19	"Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)"	"K00525"	"ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"	"-"	"K00525 _ -"
"comp196143_c0_seq1.1.356.minus.P72"	2.13	0	-4.48	0.042	"no"	"down"	"K00525"	"-"	"Hwanghaeella"	"K00525_Hwanghaeella"	4.48	"Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity)"	"K00525"	"ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"	"-"	"K00525 _ -"
"comp30613_c0_seq1.6460.7215.plus.P31"	3029.84	25.39	-6.89	5.46e-10	"yes"	"down"	"K03570"	"-"	"Prochlorococcus"	"K03570_Prochlorococcus"	6.89	"regulation of cell shape"	"K03570"	"rod shape-determining protein MreC"	"-"	"K03570 _ -"
"comp17335_c7_seq9.1.957.minus.P42"	11.57	0	-6.87	7.77e-09	"yes"	"down"	"K08923"	"-"	"Prochlorococcus"	"K08923_Prochlorococcus"	6.87	"-"	"K08923"	"chlorophyll a/b binding light-harvesting protein PcbF"	"-"	"K08923 _ -"
"comp20182_c4_seq1.17108.18241.plus.P12"	1033.68	55.06	-4.23	1.16e-05	"yes"	"down"	"K03553"	"-"	"Prochlorococcus"	"K03553_Prochlorococcus"	4.23	"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)"	"K03553"	"recombination protein RecA"	"-"	"K03553 _ -"
"comp21430_c1_seq1.103.1107.minus.P21"	0.3	5.3	3.76	0.00102	"yes"	"up"	"K03553"	"-"	"Psychroserpens"	"K03553_Psychroserpens"	3.76	"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)"	"K03553"	"recombination protein RecA"	"recA"	"K03553 _ recA"
"comp16556_c0_seq2.26.1202.minus.P52"	6.79	1.39	-2.21	0.0407	"no"	"down"	"K03553"	"-"	"Hwanghaeella"	"K03553_Hwanghaeella"	2.21	"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)"	"K03553"	"recombination protein RecA"	"recA"	"K03553 _ recA"
"comp17378_c0_seq1.50.865.plus.P11"	0.04	0.99	2.98	0.0423	"no"	"up"	"K03553"	"-"	"Marinobacter"	"K03553_Marinobacter"	2.98	"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)"	"K03553"	"recombination protein RecA"	"-"	"K03553 _ -"
"comp14295_c38_seq1.1262.2038.plus.P13"	879.6	82.09	-3.42	0.000242	"yes"	"down"	"K03969"	"-"	"Prochlorococcus"	"K03969_Prochlorococcus"	3.42	"Phage shock protein A"	"K03969"	"phage shock protein A"	"pspA"	"K03969 _ pspA"
"comp361529_c0_seq1.1.470.minus.P12"	0	5.62	5.84	0.000553	"yes"	"up"	"K14161"	"-"	"Oceaniradius"	"K14161_Oceaniradius"	5.84	"Poorly processive error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by polIV. Exhibits no 3-5 exonuclease (proofreading) activity. May be involved in translesional synthesis in conjunction with the beta clamp from polIII (By similarity)"	"K14161"	"protein ImuB"	"-"	"K14161 _ -"
"comp109618_c0_seq1.306.939.minus.P33"	0.18	6.56	4.56	0.00153	"no"	"up"	"K14161"	"-"	"Maricaulis"	"K14161_Maricaulis"	4.56	"Poorly processive error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by polIV. Exhibits no 3-5 exonuclease (proofreading) activity. May be involved in translesional synthesis in conjunction with the beta clamp from polIII (By similarity)"	"K14161"	"protein ImuB"	"-"	"K14161 _ -"
"comp24386_c0_seq1.62.556.plus.P32"	0	4.55	5.54	0.000788	"yes"	"up"	"K03642"	"-"	"Maricaulis"	"K03642_Maricaulis"	5.54	"rare lipoprotein A"	"K03642"	"rare lipoprotein A"	"-"	"K03642 _ -"
"comp17049_c0_seq1.1.891.minus.P61"	4.42	0.56	-2.77	0.00857	"no"	"down"	"K03642"	"-"	"Hwanghaeella"	"K03642_Hwanghaeella"	2.77	"rare lipoprotein A"	"K03642"	"rare lipoprotein A"	"-"	"K03642 _ -"
"comp21051_c0_seq1.59.1180.plus.P52"	22.53	0.18	-6.36	1.12e-05	"yes"	"down"	"K03286"	"-"	"Hwanghaeella"	"K03286_Hwanghaeella"	6.36	"Ompa motb domain protein"	"K03286"	"OmpA-OmpF porin, OOP family"	"-"	"K03286 _ -"
"comp36811_c0_seq1.33.1391.minus.P31"	3.46	37.41	3.4	0.00107	"yes"	"up"	"K03286"	"-"	"Psychroserpens"	"K03286_Psychroserpens"	3.4	"Ompa motb domain protein"	"K03286"	"OmpA-OmpF porin, OOP family"	"-"	"K03286 _ -"
"comp18016_c0_seq1.61.624.plus.P53"	23.84	0.19	-6.36	1.33e-05	"yes"	"down"	"K24119"	"-"	"Hwanghaeella"	"K24119_Hwanghaeella"	6.36	"alkyl hydroperoxide reductase"	"K24119"	"NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]"	"-"	"K24119 _ -"
"comp13263_c0_seq1.2398.2961.plus.P33"	2537.46	354.49	-2.84	0.0215	"no"	"down"	"K24119"	"-"	"Alteromonas"	"K24119_Alteromonas"	2.84	"alkyl hydroperoxide reductase"	"K24119"	"NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]"	"-"	"K24119 _ -"
"comp8204_c0_seq1.65.476.minus.P12"	7.78	0.06	-5.58	1.02e-05	"yes"	"down"	"K03190"	"-"	"Hwanghaeella"	"K03190_Hwanghaeella"	5.58	"Required for maturation of urease via the functional incorporation of the urease nickel metallocenter (By similarity)"	"K03190"	"urease accessory protein"	"ureD"	"K03190 _ ureD"
"comp13652_c0_seq1.8125.9048.plus.P13"	56.26	9.38	-2.57	0.00535	"no"	"down"	"K03190"	"-"	"Prochlorococcus"	"K03190_Prochlorococcus"	2.57	"Required for maturation of urease via the functional incorporation of the urease nickel metallocenter (By similarity)"	"K03190"	"urease accessory protein"	"ureD"	"K03190 _ ureD"
"comp14146_c0_seq1.6620.8143.minus.P11"	12700.88	88.83	-7.16	7.84e-10	"yes"	"down"	"K02704"	"map00195"	"Prochlorococcus"	"K02704_Prochlorococcus"	7.16	"Photosystem II"	"K02704"	"photosystem II CP47 chlorophyll apoprotein"	"psbB"	"K02704 _ psbB"
"comp16211_c1_seq1.29419.30960.plus.P22"	0	455.87	12.15	3.85e-17	"yes"	"up"	"K17680"	"-"	"Tangaroavirus"	"K17680_Tangaroavirus"	12.15	"DNA primase activity"	"K17680"	"twinkle protein [EC:5.6.2.3]"	"-"	"K17680 _ -"
