GID	P1_vs_P2	P1_vs_P3	P1_vs_P4	P1_vs_P5	P1_vs_P6	P2_vs_P3	P2_vs_P4	P2_vs_P5	P2_vs_P6	P2_vs_P7	P3_vs_P4	P3_vs_P5	P3_vs_P6	P3_vs_P7	P4_vs_P5	P4_vs_P6	P5_vs_P6	Gene_Symbol	gene_name
EZ55_14_10	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	von Willebrand factor (vWF) type A domain	-
EZ55_19_101	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Nitrate-and nitrite-responsive positive regulator	nasR
EZ55_31_85	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Lactoylglutathione lyase	-
EZ55_39_46	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Ubiquinone biosynthesis protein COQ7	-
EZ55_18_138	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Family 3	-
EZ55_6_11	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	up	up	NA	NA	NA	COG0826 Collagenase and related proteases	yegQ
EZ55_60_54	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	cusA
R8W_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EZ55_60_349	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Belongs to the peptidase S8 family	-
EZ55_18_216	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Domain of unknown function (DUF4198)	-
EZ55_43_10	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	nicotinamide mononucleotide transporter	pnuC
EZ55_30_64	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_42_111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EZ55_14_14	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	PFAM secretion protein HlyD family protein	-
EZ55_15_80	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	"Probably deamidates glutamine residues to glutamate on methyl-accepting chemotaxis receptors (MCPs), playing an important role in chemotaxis"	cheD
EZ55_70_86	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Acyltransferase	-
EZ55_21_93	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_35_6	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	YrhK-like protein	-
EZ55_12_26	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	"COG1902 NADH flavin oxidoreductases, Old Yellow Enzyme family"	nemA
EZ55_43_3	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	Arabinose efflux permease	ydhP
EZ55_60_98	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	COG2070 Dioxygenases related to 2-nitropropane dioxygenase	-
EZ55_14_9	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	up	up	NA	NA	NA	"Secreted protein, containing von Willebrand factor"	-
EZ55_59_22	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Protein of unknown function (DUF3360)	-
EZ55_60_165	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	NA	Bacterial PH domain	-
EZ55_19_26	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	SNARE associated Golgi protein	Z012_09465
EZ55_18_109	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Histidine kinase	-
EZ55_60_62	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_10_20	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"COG1629 Outer membrane receptor proteins, mostly Fe transport"	-
EZ55_31_83	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Protein of unknown function (DUF2938)	-
EZ55_43_97	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Histidine kinase	fleS
EZ55_18_36	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_60_268	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	CoA-transferase family III	-
EZ55_19_22	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_6_7	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Aminotransferase	hisC2
EZ55_13_89	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	)-iron permease	-
EZ55_4_158	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	NA	up	down	NA	NA	Family 3	celD
EZ55_1_12	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	NA	up	down	NA	NA	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	czcA
EZ55_19_107	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	up	up	NA	NA	NA	Tetrapyrrole (Corrin/Porphyrin) Methylases	-
EZ55_1_18	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	up	up	NA	NA	NA	LytTr DNA-binding domain	-
EZ55_18_7	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Flavodoxin	cysJ
EZ55_18_229	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	"COG1622 Heme copper-type cytochrome quinol oxidases, subunit 2"	cyoA
EZ55_17_7	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Choline-glycine betaine transporter	-
EZ55_1_9	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	up	up	NA	NA	NA	Belongs to the glycosyl hydrolase 28 family	-
EZ55_60_183	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Belongs to the sigma-70 factor family. ECF subfamily	-
EZ55_4_41	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_3_2	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	Major facilitator superfamily	-
EZ55_1_41	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"Aerobic-type carbon monoxide dehydrogenase, middle subunit CoxM"	yagS
EZ55_43_240	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_3_30	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	up	up	NA	NA	NA	Reverse transcriptase (RNA-dependent DNA polymerase)	-
EZ55_41_52	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_60_266	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	NA	3-hydroxyacyl-CoA dehydrogenase	-
EZ55_14_5	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	-
EZ55_15_73	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_15_79	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Methylation of the membrane-bound methyl-accepting chemotaxis proteins (MCP) to form gamma-glutamyl methyl ester residues in MCP	cheR
EZ55_14_13	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	PEGA domain	-
EZ55_4_157	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	xylE
EZ55_1_19	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Histidine kinase	-
EZ55_15_2	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	Prokaryotic N-terminal methylation motif	mshC
EZ55_32_8	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_2_120	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_18_163	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Protein of unknown function (DUF2892)	-
EZ55_19_20	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Nickel-containing superoxide dismutase	-
EZ55_3_14	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	NA	up	down	NA	NA	Histidine kinase	-
EZ55_12_1	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	up	up	NA	NA	NA	Protein of unknown function (DUF2955)	-
EZ55_60_337	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	Domain of unknown function (DUF4974)	-
EZ55_43_252	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Amb_all	pel1C
EZ55_41_63	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_39_99	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	"Adenylyl- / guanylyl cyclase, catalytic domain"	-
EZ55_35_40	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	"Tripartite ATP-independent periplasmic transporters, DctQ component"	-
EZ55_19_58	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	NA	NA
EZ55_19_115	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	NA	"COG1116 ABC-type nitrate sulfonate bicarbonate transport system, ATPase component"	nasD
EZ55_60_348	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_21_94	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	amino acid	-
EZ55_18_124	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Mo-co oxidoreductase dimerisation domain	-
EZ55_10_13	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_12_2	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG1566 Multidrug resistance efflux pump	yiaV
EZ55_43_239	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_1_20	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Beta-lactamase class C	-
EZ55_43_115	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Assembles around the rod to form the L-ring and probably protects the motor basal body from shearing forces during rotation	flgH
EZ55_35_17	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	intracellular protease amidase	-
EZ55_18_23	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	up	TonB dependent receptor	-
EZ55_21_15	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_60_297	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_17_8	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate	betA
EZ55_49_20	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	Mechanosensitive ion channel	-
EZ55_39_71	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Ankyrin repeats (many copies)	-
EZ55_28_78	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	receptor	-
EZ55_28_22	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	Catalyzes the reaction of cyanate with bicarbonate to produce ammonia and carbon dioxide	cynS
EZ55_65_39	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	Esterase PHB depolymerase	-
EZ55_12_6	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	5TM C-terminal transporter carbon starvation CstA	cstA
EZ55_3_26	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	IstB-like ATP binding protein	-
EZ55_70_108	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Prokaryotic N-terminal methylation motif	gspJ
EZ55_12_3	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	MarR family transcriptional regulator	slyA
EZ55_4_163	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	"Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate"	tkt
EZ55_31_123	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	protein conserved in bacteria	yqiK
EZ55_18_143	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"COG4987 ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components"	-
EZ55_42_13	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	NA	up	down	NA	NA	COG1505 Serine proteases of the peptidase family S9A	-
EZ55_52_21	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_13_48	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Nitroreductase family	nfnB
EZ55_28_127	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	Methyltransferase domain	-
EZ55_70_73	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	-
EZ55_37_31	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	"Glutathione S-transferase, C-terminal domain"	-
EZ55_60_347	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Curlin associated repeat	-
EZ55_43_9	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Choline/ethanolamine kinase	-
EZ55_14_11	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	MotA/TolQ/ExbB proton channel family	-
EZ55_60_256	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	NA	Barrel-sandwich domain of CusB or HlyD membrane-fusion	-
EZ55_39_69	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	LysR substrate binding domain	-
EZ55_28_23	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Serine threonine protein	-
EZ55_60_55	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	cusB
EZ55_9_14	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_18_135	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	"COG1629 Outer membrane receptor proteins, mostly Fe transport"	-
EZ55_42_35	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	protein conserved in bacteria	-
EZ55_35_4	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	Belongs to the 'phage' integrase family	-
EZ55_18_213	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity	-
EZ55_18_21	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	FMN-dependent dehydrogenase	-
EZ55_49_3	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	UPF0060 membrane protein	-
EZ55_70_164	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	L-lactate permease	lldP
EZ55_6_15	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	Aminotransferase	-
EZ55_28_79	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	xanthine	xanQ
EZ55_21_82	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	"Permease for cytosine/purines, uracil, thiamine, allantoin"	ybbW
EZ55_9_1	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_37_32	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Pfam:Pyridox_oxidase	-
EZ55_32_35	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_18_140	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Beta-glucosidase	-
EZ55_60_133	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism	add_1
EZ55_13_92	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	up	up	NA	NA	NA	Pfam SNARE associated Golgi protein	-
EZ55_35_16	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	alcohol dehydrogenase	yqhD
EZ55_2_121	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Peptidase family S41	-
EZ55_43_249	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG0477 Permeases of the major facilitator superfamily	-
EZ55_18_134	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Beta-glucanase Beta-glucan synthetase	-
EZ55_32_9	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD	recD
EZ55_42_36	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	BAAT / Acyl-CoA thioester hydrolase C terminal	-
EZ55_60_361	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Transcriptional regulator	-
EZ55_41_66	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	up	"Part of the tripartite efflux system MacAB-TolC. MacB is a non-canonical ABC transporter that contains transmembrane domains (TMD), which form a pore in the inner membrane, and an ATP-binding domain (NBD), which is responsible for energy generation. Confers resistance against macrolides"	macB
EZ55_60_364	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	Aminotransferase class I and II	hisC2
EZ55_39_67	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	Dienelactone hydrolase family	-
EZ55_60_290	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	Signal transduction histidine kinase	qseC
EZ55_70_15	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Belongs to the glutaminase family	glsA
EZ55_4_161	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG1070 Sugar (pentulose and hexulose) kinases	xylB
EZ55_39_73	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	up	NA	up	NA	NA	NA	Transcriptional regulator	-
EZ55_28_74	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Response regulator receiver modulated diguanylate cyclase phosphodiesterase with PAS PAC sensor(S)	-
EZ55_59_20	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	TQO small subunit DoxD	-
EZ55_18_164	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Receptor	-
EZ55_10_18	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Major Facilitator Superfamily	-
EZ55_60_117	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG4585 Signal transduction histidine kinase	-
EZ55_13_41	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	up	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA	-
EZ55_1_31	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	Binding-protein-dependent transport system inner membrane component	nikB
EZ55_18_219	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	up	up	down	NA	NA	Secretin and TonB N terminus short domain	-
EZ55_70_106	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	prepilin peptidase dependent protein	ppdB
EZ55_15_45	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Protein of unknown function (DUF3987)	-
EZ55_20_9	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG0604 NADPH quinone reductase and related Zn-dependent oxidoreductases	-
EZ55_26_4	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	DNA polymerase involved in damage-induced mutagenesis and translesion synthesis (TLS). It is not the major replicative DNA polymerase	dnaE2
EZ55_14_4	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_18_125	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	membrane	-
EZ55_60_306	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_18_211	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Tryptophan halogenase	prnA
EZ55_35_55	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	Radical SAM	-
EZ55_60_56	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG1538 Outer membrane protein	-
EZ55_60_102	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	Pfam:DUF1446	atuA
EZ55_60_274	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	up	Domain of unknown function (DUF4105)	-
EZ55_18_8	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Domain of unknown function (DUF4198)	VPA0159
EZ55_60_152	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Histidine kinase	desK
EZ55_28_24	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	COG2116 Formate nitrite family of transporters	fnt
EZ55_43_117	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Flagellar basal body rod protein	flgF
EZ55_14_15	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	NA	NA
EZ55_43_49	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_21_88	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_30_49	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	NA	NA	NA	DNA internalization-related competence protein ComEC Rec2	comA
EZ55_15_38	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	NA	OST-HTH/LOTUS domain	-
EZ55_35_23	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	NA	up	down	NA	NA	Extracellular nuclease	-
EZ55_4_142	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG0534 Na -driven multidrug efflux pump	dinF
EZ55_48_1	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	COG3344 Retron-type reverse transcriptase	-
EZ55_52_49	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	up	up	down	NA	up	"COG1629 Outer membrane receptor proteins, mostly Fe transport"	-
EZ55_19_50	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	COG2199 FOG GGDEF domain	-
EZ55_65_89	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"COG0168 Trk-type K transport systems, membrane components"	ktrB
EZ55_37_30	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	Protein of unknown function (DUF1348)	-
EZ55_17_13	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	NA	up	NA	NA	NA	NA	NA
EZ55_24_2	NA	down	NA	NA	NA	down	NA	NA	NA	NA	up	NA	up	up	NA	NA	up	SbcCD cleaves DNA hairpin structures. These structures can inhibit DNA replication and are intermediates in certain DNA recombination reactions. The complex acts as a 3'- 5' double strand exonuclease that can open hairpins. It also has a 5' single-strand endonuclease activity	sbcD
EZ55_65_38	NA	down	NA	down	NA	down	NA	down	NA	NA	up	NA	NA	up	down	NA	NA	"Transfers a succinyl group from succinyl-CoA to L- homoserine, forming succinyl-L-homoserine"	metX
EZ55_21_81	NA	down	NA	down	NA	down	NA	down	NA	NA	up	up	NA	up	down	NA	NA	TonB dependent receptor	-
